Truck no.,Docket no.,Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST) 
10474,25848997,04/04/23,CARINGBAH,TRUCK TRANSFER PER KM,,54.0000,KILOMET,2.2500,121.50,12.15,133.65,04/04/23,CARINGBAH,FEE SERVICE WAITING TIME PER MINUTE,,85.0000,MINUTE,1.9500,165.75,16.58,182.33,04/04/23,CARINGBAH,471 Captain Cook Dr Woolooware CARTAGE OTHER PER KM PER CU M,4.0000,6.4000,CUBIC ME,37.1900,238.02,23.80,261.82
10474,25849009,04/04/23,CARINGBAH,MINIMUM LOAD (3 M3),,2.6000,CUBIC ME,38.8400,100.98,10.10,111.08
10474,383583,05/04/23,PRESTONS,615 CABRAMATTA RD CABRAMATTA WEST CARTAGE OTHER PER KM PER CU M,10.0000,5.0000,CUBIC ME,43.7900,218.95,21.90,240.85
10474,383568,05/04/23,PRESTONS,79 St Johns Rd Busby CARTAGE OTHERPER KM PER CU M,5.5000,6.8000,CUBIC ME,38.8400,264.11,26.41,290.52,05/04/23,PRESTONS,TRUCK TRANSFER PER KM,,76.0000,KILOMET,2.2500,171.00,17.10,188.10
10474,383604,05/04/23,PRESTONS,MINIMUM LOAD (3 M3),,2.0000,CUBIC ME,38.2900,76.58,7.66,84.24,05/04/23,PRESTONS,Buchan Ave Edmondson Park CARTAGEOTHER PER KM PER CU M,5.0000,1.0000,CUBIC ME,38.2900,38.29,3.83,42.12
10474,26899794,12/04/23,WINDSOR,8  MAGGIE CL SOUTH MAROOTA CARTAGEOTHER PER KM PER CU M,29.5000,6.0000,CUBIC ME,65.2400,391.44,39.14,430.58
10474,26899789,12/04/23,WINDSOR,24 Yellowbox St Marsden Park CARTAGE OTHER PER KM PER CU M,14.5000,2.6000,CUBIC ME,48.7400,126.72,12.67,139.39
10474,27184999,13/04/23,FOURTH AVE,68-70 Tattersall Rd Kings Park CARTAGE OTHER PER KM PER CU M,3.5000,4.3000,CUBIC ME,36.6400,157.55,15.76,173.31
10474,27185012,13/04/23,FOURTH AVE,250-252  MERRYLANDS RD MERRYLANDS CARTAGE OTHER PER KM PER CU M,14.0000,6.4000,CUBIC ME,48.1900,308.42,30.84,339.26
10474,27184982,13/04/23,FOURTH AVE,TRUCK TRANSFER PER KM,,40.0000,KILOMET,2.2500,90.00,9.00,99.00,13/04/23,FOURTH AVE,63 Cattai Creek Dr Kellyville CARTAGE OTHER PER KM PER CU M,12.5000,3.5000,CUBIC ME,46.5400,162.89,16.29,179.18
10474,25527410,14/04/23,ARTARMON,MINIMUM LOAD (3 M3),,2.0000,CUBIC ME,36.6400,73.28,7.33,80.61
10474,25527379,14/04/23,ARTARMON,20 Bradleys Head Rd Mosman CARTAGEOTHER PER KM PER CU M,8.0000,4.0000,CUBIC ME,41.5900,166.36,16.64,183.00
10474,25527410,14/04/23,ARTARMON,MCLAREN ST NORTH SYDNEY CARTAGE OTHER PER KM PER CU M,3.5000,1.0000,CUBIC ME,36.6400,36.64,3.66,40.30
10474,25527443,14/04/23,ARTARMON,187  MILLER ST NORTH SYDNEY CARTAGEOTHER PER KM PER CU M,4.0000,5.0000,CUBIC ME,37.1900,185.95,18.60,204.55
10474,25527356,14/04/23,ARTARMON,3  ELIZABETH ST SYDNEY CARTAGE OTHER PER KM PER CU M,8.0000,6.0000,CUBIC ME,41.5900,249.54,24.95,274.49
10474,25527330,14/04/23,ARTARMON,3  ELIZABETH ST SYDNEY CARTAGE OTHER PER KM PER CU M,8.0000,6.0000,CUBIC ME,41.5900,249.54,24.95,274.49
10474,25519513,11/01/23,ARTARMON,FEE SERVICE WAITING TIME PER MINUTE,,1.0000,MINUTE,8.3000,8.30,0.83,9.13
10474,25644081,01/02/23,BROOKVALE,TRUCK TRANSFER PER KM,,1.0000,KILOMET,9.0000,9.00,0.90,9.90
10474.1,164826,10/06/22,ENFIELD,TRUCK TRANSFER PER KM,,17.0000,KILOMET,1.5400,26.18,2.62,28.80
10474.1,26832187,12/07/22,THORNLEIGH,TRUCK TRANSFER PER KM,,18.0000,KILOMET,1.5400,27.72,2.77,30.49
10474.1,25968084,14/07/22,CITY,TRUCK TRANSFER PER KM,,19.0000,KILOMET,1.5400,29.26,2.93,32.19
10474.1,26832661,27/07/22,THORNLEIGH,TRUCK TRANSFER PER KM,,48.0000,KILOMET,1.5400,73.92,7.39,81.31
10474.1,27179625,29/07/22,FOURTH AVE,TRUCK TRANSFER PER KM,,23.0000,KILOMET,1.5400,35.42,3.54,38.96
10474.1,396832,26/08/22,PRESTONS,TRUCK TRANSFER PER KM,,40.0000,KILOMET,1.5400,61.60,6.16,67.76
10474.1,25835329,31/08/22,BOTANY,TRUCK TRANSFER PER KM,,32.0000,KILOMET,1.5400,49.28,4.93,54.21
10474.1,399290,12/10/22,PRESTONS,TRUCK TRANSFER PER KM,,68.0000,KILOMET,1.5400,104.72,10.47,115.19
10474.1,25747655,13/10/22,BLACKTOWN,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-26.7400,(26.74),(2.67),(29.41)
10474.1,25511714,14/10/22,ARTARMON,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-39.7600,(39.76),(3.98),(43.74)
10474.1,26535244,15/10/22,NARELLAN,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-59.8600,(59.86),(5.99),(65.85)
10474.1,399740,17/10/22,PRESTONS,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-56.8000,(56.80),(5.68),(62.48)
10475,25521910,07/02/23,ARTARMON,TRUCK TRANSFER PER KM,,15.0000,KILOMET,2.2500,33.75,3.38,37.13
10475,381072,09/02/23,PRESTONS,TRUCK TRANSFER PER KM,,67.0000,KILOMET,2.2500,150.75,15.08,165.83
